[ID],ControllerName,Maxspeed,UnitMovingType,FlyingAltitude,MinimalAltitude,PhysicsConfiguration,CriticalEffectModule,GunMuzzleSpeed,LandingGearOutPhysicalPropertyName,LandingGearSubDepictionName,FrontLandingGearMeshNodeName,BackLandingGearMeshNodeName
44624,MouvementHandlerController,39000,6,26000,5200,153 : 55787 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44631,MouvementHandlerController,39000,6,26000,5200,153 : 55794 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44638,MouvementHandlerController,39000,6,26000,5200,153 : 55800 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44645,MouvementHandlerController,39000,6,26000,5200,153 : 55807 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44652,MouvementHandlerController,52000,6,65000,13000,153 : 55815 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44659,MouvementHandlerController,52000,6,65000,13000,153 : 55823 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44666,MouvementHandlerController,52000,6,52000,10400,153 : 55831 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44673,MouvementHandlerController,52000,6,52000,10400,153 : 55839 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44680,MouvementHandlerController,31200,6,39000,7800,153 : 55846 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44687,MouvementHandlerController,31200,6,39000,7800,153 : 55852 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44694,MouvementHandlerController,31200,6,26000,5200,153 : 55858 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44701,MouvementHandlerController,52000,6,65000,13000,153 : 55866 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44708,MouvementHandlerController,39000,6,39000,7800,153 : 55873 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44715,MouvementHandlerController,52000,6,52000,10400,153 : 55881 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44722,MouvementHandlerController,52000,6,52000,10400,153 : 55889 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44729,MouvementHandlerController,52000,6,52000,10400,153 : 55897 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44736,MouvementHandlerController,52000,6,65000,13000,153 : 55904 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44743,MouvementHandlerController,52000,6,52000,10400,153 : 55912 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
44750,MouvementHandlerController,52000,6,52000,10400,153 : 55920 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
107909,MouvementHandlerController,46800,6,52000,10400,153 : 107917 (True) - TAirplanePhysicsConfiguration,97 : 42830 (True) - TCriticalEffectModuleDescriptor,300000,InShowRoom,Landing Gear,Train_Avant,Train_Arriere
