[ID],ControllerName,BehaviourDescriptor,GfxPorteur,GfxPorteurGhost,GfxWeaponModels,PositionModule,WeaponManagerModule,CadavreModule,DamageModule
36257,GroupeCombatController,146 : 47346 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47347 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36262,GroupeCombatController,146 : 47352 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47353 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36333,GroupeCombatController,146 : 47411 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47412 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36338,GroupeCombatController,146 : 47417 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47418 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36343,GroupeCombatController,146 : 47423 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47424 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36348,GroupeCombatController,146 : 47429 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47430 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36353,GroupeCombatController,146 : 47435 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47436 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36358,GroupeCombatController,146 : 47441 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47442 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36383,GroupeCombatController,146 : 47463 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47464 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36388,GroupeCombatController,146 : 47469 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47470 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36393,GroupeCombatController,146 : 47475 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47476 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36407,GroupeCombatController,146 : 47488 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47489 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36429,GroupeCombatController,146 : 47509 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47510 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36434,GroupeCombatController,146 : 47515 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47516 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36439,GroupeCombatController,146 : 47521 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47522 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36444,GroupeCombatController,146 : 47527 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47528 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36449,GroupeCombatController,146 : 47533 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47534 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36454,GroupeCombatController,146 : 47539 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47540 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36475,GroupeCombatController,146 : 47559 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47560 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36480,GroupeCombatController,146 : 47565 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47566 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36485,GroupeCombatController,146 : 47571 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47572 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36490,GroupeCombatController,146 : 47577 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47578 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36495,GroupeCombatController,146 : 47583 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47584 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36500,GroupeCombatController,146 : 47589 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47590 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36505,GroupeCombatController,146 : 47595 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47596 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36510,GroupeCombatController,146 : 47601 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47602 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36515,GroupeCombatController,146 : 47607 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47608 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36570,GroupeCombatController,146 : 47652 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47653 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36575,GroupeCombatController,146 : 47658 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47659 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36580,GroupeCombatController,146 : 47664 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47665 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36600,GroupeCombatController,146 : 47680 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47681 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36605,GroupeCombatController,146 : 47686 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47687 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36615,GroupeCombatController,146 : 47696 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47697 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36620,GroupeCombatController,146 : 47702 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47703 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36625,GroupeCombatController,146 : 47708 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47709 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36644,GroupeCombatController,146 : 47726 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47727 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36649,GroupeCombatController,146 : 47732 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47733 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36734,GroupeCombatController,146 : 47801 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47802 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36744,GroupeCombatController,146 : 47810 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47811 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36810,GroupeCombatController,146 : 47866 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47867 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36925,GroupeCombatController,146 : 47960 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47961 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36944,GroupeCombatController,146 : 47977 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47978 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36949,GroupeCombatController,146 : 47983 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47984 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36954,GroupeCombatController,146 : 47989 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47990 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36959,GroupeCombatController,146 : 47995 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 47996 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36975,GroupeCombatController,146 : 48009 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48010 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36980,GroupeCombatController,146 : 48015 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48016 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36990,GroupeCombatController,146 : 48026 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48027 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
36995,GroupeCombatController,146 : 48032 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48033 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37000,GroupeCombatController,146 : 48038 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48039 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37026,GroupeCombatController,146 : 48063 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48064 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37068,GroupeCombatController,146 : 48099 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48100 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37078,GroupeCombatController,146 : 48109 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48110 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37083,GroupeCombatController,146 : 48114 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48115 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37088,GroupeCombatController,146 : 48120 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48121 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37093,GroupeCombatController,146 : 48126 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48127 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37098,GroupeCombatController,146 : 48133 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48134 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37103,GroupeCombatController,146 : 48138 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48139 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37108,GroupeCombatController,146 : 48145 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48146 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37128,GroupeCombatController,146 : 48166 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48167 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37133,GroupeCombatController,146 : 48172 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48173 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37145,GroupeCombatController,146 : 48182 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48183 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37150,GroupeCombatController,146 : 48188 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48189 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37155,GroupeCombatController,146 : 48194 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48195 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37169,GroupeCombatController,146 : 48207 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48208 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37185,GroupeCombatController,146 : 48219 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48220 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37190,GroupeCombatController,146 : 48225 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48226 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37195,GroupeCombatController,146 : 48231 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48232 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37200,GroupeCombatController,146 : 48237 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48238 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37214,GroupeCombatController,146 : 48249 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48250 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37219,GroupeCombatController,146 : 48255 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48256 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37224,GroupeCombatController,146 : 48261 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48262 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37229,GroupeCombatController,146 : 48267 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48268 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37292,GroupeCombatController,146 : 48321 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48322 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37297,GroupeCombatController,146 : 48327 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48328 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37308,GroupeCombatController,146 : 48338 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48339 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37806,GroupeCombatController,146 : 48800 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48801 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
37821,GroupeCombatController,146 : 48813 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 48814 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38227,GroupeCombatController,146 : 49151 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49152 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38232,GroupeCombatController,146 : 49157 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49158 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38289,GroupeCombatController,146 : 49204 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49205 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38294,GroupeCombatController,146 : 49210 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49211 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38299,GroupeCombatController,146 : 49216 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49217 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38304,GroupeCombatController,146 : 49222 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49223 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38309,GroupeCombatController,146 : 49228 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49229 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38314,GroupeCombatController,146 : 49234 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49235 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38319,GroupeCombatController,146 : 49240 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49241 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38324,GroupeCombatController,146 : 49246 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49247 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38329,GroupeCombatController,146 : 49252 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49253 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38334,GroupeCombatController,146 : 49258 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49259 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38339,GroupeCombatController,146 : 49264 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49265 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38344,GroupeCombatController,146 : 49270 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49271 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38349,GroupeCombatController,146 : 49276 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49277 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38354,GroupeCombatController,146 : 49282 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49283 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38359,GroupeCombatController,146 : 49288 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49289 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38364,GroupeCombatController,146 : 49294 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49295 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38369,GroupeCombatController,146 : 49300 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49301 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38374,GroupeCombatController,146 : 49306 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49307 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38379,GroupeCombatController,146 : 49312 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49313 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38384,GroupeCombatController,146 : 49318 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49319 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38389,GroupeCombatController,146 : 49324 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49325 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38394,GroupeCombatController,146 : 49330 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49331 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38399,GroupeCombatController,146 : 49336 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49337 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38497,GroupeCombatController,146 : 49417 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49418 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38561,GroupeCombatController,146 : 49474 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49475 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38582,GroupeCombatController,146 : 49492 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49493 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
38587,GroupeCombatController,146 : 49498 (False) - TUniteBehaviourDescriptor,43 : 42833 (True) - TGfxDescriptorPorteur,43 : 16453 (True) - TGfxDescriptorPorteur,147 : 49499 (True) - TWeaponModelHolder,Position,WeaponManager,Cadavre,Damage
