DC02000000000000, Anti-Radar
13380606E7310000, #command BTR-50YVI
15A60507E7310000, BTR-60P
15B60409E7310000, BTR-80A
5DC77D1EE7310000, BTR-T
47F2EF8306320000, BVP-2 vz.86
B819ABE96D320000, BARDELAS
F8ECEA74AA320000, BEDOUINS #reco2
8B110C71AC320000, BELL 205A
6AEDD63C1D330000, Blowpipe
4750DCF44A330000, Bofor L/60
4C625CA74C330000, M/58 Balk
08025FA74C330000, Mk 77
C82098A97A330000, Otobreda Compact
B37BDE268A340000, C7 Carbine
1CC42DDDB3340000, CAESAR
338DBB0CB6340000, BISON
4343AB16B6340000, LEOPARD C2
8652481EB6340000, TH-495
340D0A8100350000, CF-101B VOODOO
D8E2148100350000, CF-104
D8D2208520350000, CH-147
E94DF3DD24350000, LÌ JIÀN
462255DE24350000, TÁNKÈ SHĀSHǑU '85
15D6688B73350000, #command YW701
4243AB9673350000, #command CMD LEOPARD C1
C2121C9773350000, #command CMD M60A1
D517249E73350000, #command T-80UK
86E1FDA873350000, #command T-55K1
81D04CDEC4350000, Major fuel leak
82D04CDEC4350000, Engine stall
83D04CDEC4350000, Fuel tank explosion
84D04CDEC4350000, Targeting system hit
85D04CDEC4350000, Ammo box hit
86D04CDEC4350000, Fire control malfunctioning
87D04CDEC4350000, Transaxial hit
88D04CDEC4350000, Fuel leak
89D04CDEC4350000, Turbine failure
8AD04CDEC4350000, Collective malfunctioning
C1D04CDEC4350000, Tail rotor damage
C2D04CDEC4350000, Tail rotor destroy
C3D04CDEC4350000, Rough ground
C4D04CDEC4350000, Track in the mud
C5D04CDEC4350000, Detracked
C6D04CDEC4350000, Stuck in the mud
C7D04CDEC4350000, Mud
C8D04CDEC4350000, Stuck in the mud
C9D04CDEC4350000, Critical Hit
CAD04CDEC4350000, Radar malfunctioning
01D14CDEC4350000, Kerosene leak
02D14CDEC4350000, HUD failure
03D14CDEC4350000, Turbine failure
04D14CDEC4350000, Critical incendiary
05D14CDEC4350000, Radar operator killed
06D14CDEC4350000, Boat loses fuel
07D14CDEC4350000, Boat identification
08D14CDEC4350000, Weapon system reboot
09D14CDEC4350000, Fire in arms room
0AD14CDEC4350000, Water ingress
41D14CDEC4350000, Explosion in ammo room
42D14CDEC4350000, Officers injured on bridge
43D14CDEC4350000, Propeller hit
44D14CDEC4350000, Fuel tank fire
45D14CDEC4350000, Panic in engine room
46D14CDEC4350000, Weapon officer down
47D14CDEC4350000, Radar antenna crippled
48D14CDEC4350000, Weapon operator injured
49D14CDEC4350000, Captain killed on bridge
4AD14CDEC4350000, Smoke on bridge
81D14CDEC4350000, Turret crew unconscious
82D14CDEC4350000, Turret crew injured
83D14CDEC4350000, Spotter crew stunned 
84D14CDEC4350000, Turret crew losses
85D14CDEC4350000, Turret crew losses
86D14CDEC4350000, Small water ingress
87D14CDEC4350000, Engine fire
88D14CDEC4350000, Ammo box explosion
1916108102360000, CV9030N
B76BA6E66C360000, CF-116 FREEDOM FIGHTER
EEADE3B2D9360000, CHAM-SU-RI
83505D794C370000, Twin Colt Mk 12
6EAC4AA64C370000, Command Helicopter
CB92ABFB4D370000, Air-Defense Corvette
6A9EABFB4D370000, Corvette
43139B397D370000, Crotale CN2
B79A9AB87E370000, F-8E(FN) CRUSADER
DC151042B5380000, Dual AK-130-MR
9C359BE74D3B0000, DORBAN-LR
3B3DEBAC793B0000, Dragunov SVD
C33508B1A93B0000, Dual M2 Browning
340D0A81003D0000, EF-101B ELECTRIC VOODOO
BBC90982003D0000, EF-111A RAVEN
306F4A9D973D0000, EOTS I-Hawk
A8CAADF3143F0000, Recon team
C31010FB593F0000, EPBV 3022 #reco1
E96DA6B39A3F0000, ETENDARD IVM
D8E2384120400000, F-100D
BACF514520400000, F-104J RYU
E96D2E8220400000, F-111E AARDVARK
AB0A2F8D21400000, BAZ MESHUPAR
6ACC9A8F21400000, F-15A EAGLE
B269729321400000, RA'AM
DA42959421400000, F-15J
7FAE62CB21400000, NETZ
2A6AAA1A54400000, F-4F PEACE RHINE
B18A9B6A58400000, F-4G WILD WEASEL V
6ABCBAB7B5400000, FAL
ABCB75CBB5400000, FAMAS
CB310483B6400000, FAP 2026-A
CB402483B6400000, FAP 2832-A
E6357146C2410000, RIMa '85
0BF7048201420000, FV510 WARRIOR 90
3D0D090302420000, FV721 FOX #reco1
32CDE42DEB420000, Fighter bomber
827AE79D19430000, Fla-Kom STRELA-1
779BABB219430000, Flamethrower Vehicle
C3ADB2AA1B430000, FLIEGERFAUST 2
0A71C52EAE430000, M/39
6ABCBAB720440000, H&K G11
88205C42D7440000, GCS-1 M117
DA621882D7440000, GCT F1
CF6008A1D6450000, Fla-MG SPW-152E
2DBE2C25F6450000, Anti-aircraft Helicopter
B5DBE225F6450000, Gunship Helicopter
17B7C46E6C460000, Galil ARM
C1201C576E460000, M168 Vulcan
C292DE66AD460000, FLAKPZ. GEPARD A1
C392DE66AD460000, FLAKPZ. GEPARD A2
B79A9AB37A470000, GEVÆRMENN
CB62D2E7AC470000, Air-Defense Gunboat
C4B59B39AE470000, Carl Gustav M3
26ECA63FBD470000, 2S1 KARAFIÁT
E6AD4A4331490000, HI-42 HERA #reco2
B21C1CDD054A0000, HVMS
823669306F4A0000, M727 I-HAWK PIP II
909278264F4B0000, Howa 89F Shiki
B7FAE72E4F4B0000, Howitzer
787A9B38AE4B0000, HUSSARDS #reco2
D3122417C84C0000, IBV M-80AI #reco3
DA42C1BC294D0000, KAIRYOU HAWK
8142E7781A4F0000, ILDSTOTTEGRUPPE '85
A9DDD57A374F0000, Fire Support Squad
A97A9BF73A4F0000, Infrared
A89BDE6A3E4F0000, Interdictor
B329DF6A8B4F0000, M51 ISHERMAN
93D42C8280500000, J-7IIM
81203A8CB6500000, HMV
B8799B9AB6500000, KŪTEI
B3E98A0B22510000, JH-7A FEIBAO
8172ABAC6A520000, JÆGERE '90 #reco2
A0974C5727550000, THS Mi-8TV
55C61D8170550000, KM106
55C6218170550000, KM107
55C6298170550000, M109A2 R.A.
55C6058270550000, KM110
55C60D8470550000, KM132
55C6118770550000, KM163
55C6294172550000, K136 KOORYONG
55C6058172550000, KM900
D762181EA9550000, Deprec! Kpz T-55AM
B87B228100560000, KV-107
5DC77D8361560000, Ka-52 #reco3
15369B384C570000, KOKSAN
C23520DE5F570000, KPz T-72M1 
DA420D97EE570000, MITSUBISHI M2 #reco2
B3891A8B20580000, L11A5
F1EADEC222580000, L1A1 SLR
333D9B6851580000, L44
C6A2040252580000, L47
F1EADEC282580000, L7A1
F46CA2C482580000, L7A3
6ABCBAB791580000, L85
C2315CC9B1580000, M151 Hydra
5F572D8BB3580000, LADA AKSU
43987919B7580000, LARO TOW-2
55C6219A075A0000, LVTP-7
4CAEE7666B5A0000, LAHATUT MAPATS
32E3EA116E5A0000, Laser Guided HE Bomb
95632C02AD5A0000, LEOPARD 1A5-DK
19662C02AD5A0000, LEOPARD 1A5NO
16262C03AD5A0000, LEOPARD 2A1 NL
16562C03AD5A0000, LEOPARD 2A4 NL
16662C03AD5A0000, LEOPARD 2A5 NL
437A9B35AD5A0000, LEOPARD 2
6A7A9BECEE5A0000, LIVGARDEN
4421AF3BBC5B0000, LVKV fm/43
4280ECE7BD5B0000, LVRBV 701
43B748FDEC5B0000, LYNX HAS.2
16262C47205C0000, M106A1
58442C4A205C0000, M109A3GN
16462C4A205C0000, M109A3
16662C4A205C0000, M109A5 NL
16362C81205C0000, M110A2
0B372C81205C0000, M110A2 R.A.
5A232C84205C0000, #command M/113A1 FFC
16262C84205C0000, M113A1
95432C84205C0000, M/113G
E0D22C84205C0000, M113 ACAV #reco1
16063684205C0000, M113 C&V  #reco1
6ABCBA77215C0000, M14
61E64D81215C0000, M150 I-TOW
5A232C82215C0000, #command M/151A1 KV
6ABCBADC215C0000, M16
B86CDEE7225C0000, M1 ABRAMS
B21C1CC5305C0000, M224 mortar
2DAE3343315C0000, Bushmaster
EB6AB64D315C0000, M24
F46CA287315C0000, M256
1D675D01325C0000, M270 ATACMS
347B9B8D415C0000, M35 CARGO
30AADF9E415C0000, M35
B27C0442425C0000, M38A1 106mm
24B6088B505C0000, M41A1
339D9B1A525C0000, M-47 PATON
55C6194B525C0000, M48A5K WRSA
373D1B4B525C0000, M48A5
389DCF59605C0000, M50A1 ONTOS
A8799B1D615C0000, M53 Šarac
B3890A4B725C0000, M68A1
333D9B68725C0000, M68
2A4CCB78805C0000, M70 Smoke
306F4AC8805C0000, M/727 HAWK
EF6CB219825C0000, SVLR M-77 OGANJ
B309DF19925C0000, SVLR M-87 ORKAN
E94DAF3A935C0000, M8 AGS
37DDBAA0A05C0000, M-91 VIHOR
744EDF9AC75C0000, Main Battle Tank Prototype
347B9B0DD15C0000, MC3
3CED0581E15C0000, TOW DEFENDER
F46CA24BF35C0000, MECA L/48
C2703121075D0000, MFRW BM-21
C5703121075D0000, MFRW BM-24
01727121075D0000, MFRW RM-70
4DDB09C6155D0000, Shillelagh-C
55672DC5305D0000, THS Mi-24A
556739C5305D0000, THS Mi-24D
E9EC4AC5305D0000, Mi-24
5166914D315D0000, Mi-4 ZÁSOBOVACÍ
93D46C52315D0000, #command Z-5
5567815E325D0000, THS Mi-8T
C1D072C1505D0000, Rh 202
03349BB17B5D0000, ATGM MILAN F2
F1EA72D5A45D0000, MPi-K
E8AC9B56C95D0000, MLRS
B23C248CE55D0000, MT-LB PODNOS
2D3AEBA6555E0000, Missile Launcher
6DAE9E2D6A5E0000, MACHBET
B31E95B36B5E0000, Main Gun
8772ABB86E5E0000, Mauser m/96
93B99BF0AD5E0000, MERKAVA I
5DC77D41E15E0000, Mi-40
84000903EB5E0000, MiG-21F-13
3D0D1903EB5E0000, MiG-25BM
10C31903EB5E0000, MiG-25RBF
3D0D0904EB5E0000, MiG-31
C38144EEEC5E0000, M134 Minigun
5E2340E6ED5E0000, MIRAGE F1CT
02A4B2E6ED5E0000, MIRAGE F1C
EEAC9303015F0000, Mk.24 Zuni
9A151CF94D5F0000, HB 60 LP
B21C1CF94D5F0000, HB 60
8BC375668E5F0000, SFL-Hb 2S19
2DEB4279AC5F0000, Multirole combat aircraft
B47967C340610000, NJ-22 ORAO
E66D6A8152610000, YUCKJEONDAE '90
78AED36857610000, JEONGCHALDAE #reco2
1686AB776E620000, NATRES
74AE2FE56E620000, Naval Auto-cannon
8192BBA7EA620000, NIEBIESKIE BERETY '90
4120ECF44D630000, 2A15 Norov
30EAB6F94D630000, NORTHICK II
357DB7F94D630000, F-5A FREEDOM FIGHTER
E63BBB9820650000, OH-1 NINJA #reco3
CDE42D57E6650000, OTOMATIC
AE7CAB9E21680000, P-15 Termit
93D4180A19690000, PGZ-95
AC7E3B1D97690000, PORS DRUG
39CD9A50A5690000, PPK FAGOT
B30B3107E2690000, PT-76B Tiedpsv #reco1
AC3E3207E2690000, PT-76B
93D42809E9690000, PTZ-89
66CC4E15476A0000, PZRK IGLA
83A157B06A6A0000, BAEK-KU
81729BF86C6A0000, PANSARSKYTTE '90
8162E2F86C6A0000, PANSSARIJÄÄKÄRI '90
D175ABFF6C6A0000, PANZERGRENADIERE '90
85F2B6598E6B0000, PstOhj 94
8261ECE7BD6B0000, PVRBV 551
91120897F46B0000, PzH M109G
EAECDEE6656C0000, Q-5B
C33508A9A96F0000, Quad M2 Browning
D12595A9A96F0000, Quad HMG
2A8AAADCB5700000, RAM RECCE #reco1
373D0748C7700000, RBS 70
2A8F074AC7700000, Lvgrp RBS 90
D5B274D9E2700000, Fla-Kom OSA-AK
6EACB659F3700000, Recon Helicopter
116148CD02710000, MatTrsp CH-53G
B31B334462710000, RL-100 Blindicide
01921CDF62710000, FFAR
2D3AEBA655720000, Rocket Launcher
1CA4C6E66A720000, RAFALE C F1
269CAAFB6F720000, RAZVEDKA #reco2
66DBB934AA720000, Recoilless gun
5C19BB34AA720000, Recoilless Rifle
F45DCF34AA720000, Armored recon Prototype
57D7E57AAA720000, REDUT
5199AAF1EA720000, Rifled Gun
B32AABF1EA720000, RIFLEMEN
9A7720C301730000, Rk 62/76 TP
8192BBE64E730000, ROVAIT '90
24B6DCEA4E730000, ROVER #reco2
DDD2DDEA4E730000, ROVER PINKY #reco3
61E6DDEA4E730000, LARO TOW
B16BDE11B2740000, Strela-2M
42379C9205750000, SFL-Hb 2S1
44379C9205750000, SFL-Hb 2S3
56A6394AA4750000, SPG9-D
D5A05D0CA9750000, #command FüPz BMP-2(K)
295D975EC5750000, Smoke Rocket Pod
93D40481F0750000, SU-100
B3FAE77A8B760000, MOT.-SCHÜTZEN
C3EDDEABD9760000, Shafrir 2
D3B49BB3DA760000, SHENAV II
33EDD6370D770000, Skorpion
B29AC7AB0F770000, Skyflash SuperTEMP
BF39E3B95A770000, SPETSNAZ
ECECC6B79A770000, Sterling
CDADB2B39B770000, FIM-92C Stinger
8160C6EA9D770000, 9M37
9760C6EA9D770000, 9M31M
411128EB9D770000, STRF 9040
AC0BC1EE9D770000, Strike fighter
0E1108FB9D770000, STRV 103D
83199BFF9D770000, PPZR STRZAŁA-2  
DC1008F79E770000, STRV 102R
0C1108F79E770000, STRV 103B
0D1108F79E770000, STRV 103C
64535CC3A0770000, Su-22M4
2C7D43C6A0770000, Su-25
158657C6A0770000, SU-25K
5DC77D01A1770000, Su-27PU
15565D0CA2770000, SU-7BMK
6ABCBADC61780000, TQBZ-56
6ABCBA5C72780000, Type 68
645309D780780000, #command T-72M1K
B3BB0AD780780000, T-72M1
8BC309DD80780000, KPz T-72S1 
6ABCBA9C90780000, QBZ-81
9A414C5727790000, KHS Mi-24P
DA32748B96790000, TOPAS-2AP
A74C33396A7A0000, Tactical bomber
661CABB56C7A0000, Tampella
492198776E7A0000, TATRA 148
8CC045F34D7B0000, TORNADO GR.1B
788BEAD05F7B0000, TPz FUCHS
668BE2E9AC7B0000, 2S11 Tundscha
151610B3CB7B0000, Twin 30NK
01315CB3CB7B0000, Twin M230
EEEC5EB3CB7B0000, Twin M134 Minigun
8A005FB3CB7B0000, Twin Mk19
D12595B3CB7B0000, Twin HMG
D17595B3CB7B0000, Twin MMG
B3CE1243ED7B0000, Twin Type 23
E1D42847ED7B0000, Type 69 CIWS
01211C48ED7B0000, Dual Type 76-130
15A6186AED7B0000, Type 59
C6201C6AED7B0000, Dual Type 61
08211C6AED7B0000, Dual Type 61
F04C1C6AED7B0000, TYPE 63 #reco1
88711C6AED7B0000, Dual Type 66
0871206AED7B0000, Dual Type 76F
1536246AED7B0000, SINHUNG
15A61C05B97C0000, UAZ 469 #reco2
173CD315B97C0000, UAZ-469 KONKURS-M
BEAA4B8E207D0000, UH-1B
BEAA4B92207D0000, UH-1H HUEY
D3E4D3B1997E0000, #command UDALOY II
95C3D2B23B7F0000, UNIMOG CARGO
EAED42B93B7F0000, Fire
8E8110B1797F0000, URAL-375D
C14014B1797F0000, URAL-4320
B21C0C8121800000, V-150 20mm #reco1
B27C208121800000, V-150 76mm
B21C288121800000, V-150 90mm
84100C1EB3800000, VAB T20/13
95161C57C5800000, #command VKB M-60PK
CB420C84E7810000, VTT-323 IGLA
15460C84E7810000, VTT-323
F1EA728941820000, Vz. 58
F96CC62EEB820000, Vigilant
BF7AD3F9EC820000, VSS Vintorez
310DD39D47840000, W-3T SOKÓŁ
310DD35D48840000, W-3W SOKÓŁ 
93D4080142860000, #command ZZZ-701
E66C3A0842860000, wz.77 DANA
26AF628247860000, WZT-1 NEWA-SC
B389068670890000, XM-150
93D41401118E0000, YW-304
93D40809118E0000, YW-381
82E2BEECEC8E0000, Yingji-91
1516108235910000, ZIL-130 CARGO
153620C6D7910000, ZSU-57-2
CBE06555F7A30000, OT-64A
A74C337ADCA40000, Cluster bombs are bomblets dropped in numbers over an area. They deal both anti-tank and anti-personel damages over an area, making them ideal to counter massed enemies. They can also be dropped « blind » on a position without target in sight.
ECECC6B919A50000, Multiple-barreled rotary autocannons, they provide tremendous firepower over the shortest spam of time. Usually used by plaes or anti-air units, they are quickly runing out of ammos.
6A6ACEEA1DA50000, Description not available
B3CEB6A879A50000, Description not available
A74C33B589A50000, Napalm bombs deal few damages on impact, but while start fires around the the point of impact. Fire will spread more quickly and fiercely in towns and woods than in a grass field. Fires deal few damages to armored units, contrary to unarmored ones, but deal high stress damages to all, forcing them to get out.
B31E95BB89A50000, Naval guns are designed to fire anti-personal rounds on a direct trajectory, therefore requiring a line-of-sight to target.
D7D295BB89A50000, Naval surface-to-air missiles are medium to long range weapons dedicated to engaging aerial targets and enemy missiles. They are ineffective against ground targets.
A89BE366ACA50000, Description not available
295D975EC5A50000, Rocket pods are helicopters and planes' weapons, allowing them to saturate a target under a volley of unguided explosive warheads. Dealing good damages on infantry and unarmored targets, they are less effective against armored ones. They can only be used against ground targets.
A74C33B9CAA50000, Bombs are dropped by planes on ground targets. Using only gravity as a mean of projection, they have to be dropped right over (or just before) the target. Depending of the mass of explosive they are packing, they are dealing more or less damages to unarmored targets, but much less to armored ones.
93D44C9362A80000, ZTZ-59-II
C3E5704C4CD70000, BRDM-2 #reco1
4E314C574CD70000, Mi-24D
5CF3D09EB9DE0000, TORNADO ECR
2E1AAB778EDF0000, MOTOSTŘELCI
55C61DC271E40000, FIAT 6616 #reco2
F1EA7283F1EF0000, vz.52
C282B7A86EFD0000, SpPz LUCHS #reco1
C382B7A86EFD0000, SpPz LUCHS A1 #reco2
97EEC7E635680100, BRDM-2 MALYUTKA-P
9AEEC7E635680100, SPW-40P2 MALYUTKA-P
DEF248B21C040200, 100mm HEAT
DEF248B26C040200, 105mm HEAT
DEF248B27C040200, 106mm HEAT
DEF248B21C080200, 110mm HEAT
DEF248B23C080200, 112mm HEAT
DEF248B21C0C0200, 120mm HEAT
DEF248B23C0C0200, 122mm HEAT
DEF248B21C100200, 130mm HEAT
DEF248B29C100200, 138mm HEAT
DEF248B23C180200, 152mm HEAT
DEF248B26C1C0200, 165mm HEAT
3B7DD39821740300, 2S15 NOROV
9D99E39722740300, 2S19 MSTA-S
261C9BD785740300, 2S7M MALKA
83505D794C370500, Quad Colt Mk 12
1566C2B1DB760500, ZSU-23-4 SHILKA
CBD02D5AE60D0700, OT-62B
DEF248B26C0C0800, 72mm HEAT
15162D8BD6050900, TYPE 80 SPAAG
15C69A668D130900, Deprec! Type 83 SPAAG
D5B2741941540A00, 9K33 OSA-AK
C205EB0C42540A00, 9K37 BUK-M1
B3CB7B88D0450B00, Twin AGS-17
E67DD2CD23480B00, AH-1E COBRA
E67DD20D24480B00, AH-1F COBRA
E67DD24D27480B00, AH-1S COBRA
F1EA725881540B00, MPi-AK-74N
5E266981205E0B00, AMX/HOT
F56D4A84205E0B00, AMX-13 HARPON
16E62D9C265E0B00, AMX-PRAT
16C6819C265E0B00, AMX-PRVR
AAAFA62A47620B00, REDEYE
78AED36847620B00, NORFORCE #reco2
24B674E062750B00, ASLAV-S #reco3
B07957C4A0910B00, AZP-23
D59777B8BBC70B00, STALWART
F86CDEB9BBCA0B00, AMFIBIEBIL
7E5CD77A27DF0B00, Armored Supply Truck
4D99C7BA89E30B00, Assault Carbine
5C99C7BA89E30B00, Assault Rifles
C2959B329DEB0B00, Automat M-1
5DC77D9AE05C0C00, BMD-1P
5DC77DD5E05C0C00, #command BMD2-K
8B965595A05D0C00, #command BMP-1K KOPA
5DC77DC4E5700C00, BRDM-3 #reco1
5C370D86C0790C00, BTR-152
57E30D86C0790C00, BTR-152 TCM
15C668C1C1790C00, BTR-60PB
5DC77D81C2790C00, BTR-90
D8E2652A7B9B0C00, BARGE
5EB3682A7B9B0C00, BARGE
6ADDE1339DBA0C00, "Bidons spéciaux"
16C6344620D00C00, Bo-105CB #reco2
93A56946822D0D00, CANADIAN AIRBORNE '90
6A4EFB74832D0D00, COYOTE #reco2
CBE7818B852D0D00, LAV-III TUA
78AED368872D0D00, RECCE #reco2
4C4088D7E25C0D00, #command AMX-30B CNE
8BC30D88E75C0D00, #command FüPz T-72(K1)
8419AB77DE910D00, PLRK STRELA-3
EE7A9B79379B0D00, CF-104 STARFIGHTER
F45DC3B3B79B0D00, Cavalry Tank Prototype
037C09716CB60D00, CHALLENGER 1 Mk.2
F8ADAB386EB60D00, CHASSEURS
16D69AB9AAB60D00, CHEETAH PRTL
6007DD26ABD30D00, COUGAR
1CA4C6664EDF0D00, CROTALE
11A6C6664EDF0D00, Crotale NG
16161445012D0E00, DAF YA 4440
4620E4B3DA540E00, CENTURION 105mm
EE7A9B79379B0E00, STARFIGHTER
264FE7B389AB0E00, SPADOCHRONIARZE
41B1D24C6CEA0E00, Dual Bofor L/56
4234790BA4890F00, LEVEL FATIGUE -1
4334790BA4890F00, LEVEL FATIGUE -2
81F5808FA5890F00, ROOKIE
82F5808FA5890F00, TRAINED
83F5808FA5890F00, HARDENED
84F5808FA5890F00, VETERAN
85F5808FA5890F00, ELITE
B189BA794DC70F00, Electro-optical
E96D2E9020081000, F-111F AARDVARK
79CBBA1822081000, F-117 NIGHTHAWK
B989CAB457081000, F-14 TOMCAT
6ACC9A4F63081000, F-15C EAGLE
16F659D772081000, F-16A MLU
B0799B4C73081000, BARAK
064CC74C73081000, F-16C BLOCK 52
304AC76773081000, F-16C PEACE BRIDGE
B30A9BB763101000, F 35 DRAKEN
B179E7B87B711000, MISTRAL
0652C2781C9B1000, FALLSKJERMJEGER
027CE5EA7DAB1000, FERRET Mk.1 #reco1
4B97C12667C61000, Fla-Kom OSA
0362585067C61000, Fla SFL 57-2
6A9CCFA6ACDE1000, #command FREMANTLE
F8ADBAB18BEB1000, FUSILIERS
8B9655CA412E1100, #command GAZ-69 KOPA
EE6DA2EE6CDE1100, GRANIČARI #reco2
9BE4C7FFEFDE1100, #command GRIZZLY CP
0152198630EB1100, 155K70 AP
AB1AD36D37EB1100, Soltam 155mm/52 AP
8379AB92514C1200, HI-45 HERA 2 #reco1
A66C46D750601200, HN-42M GAMA
30AADF5E63601200, HN-5C Truck
8841725850781200, HT-40 NRZ 57
BB7A67B72A9B1200, HAMER OREV
2EACFB3A9E9B1200, #command HATSUYUKI
01521986C0D31200, 155K70 How
AB1AD36DC7D31200, Soltam 155mm/52 How
1636ABB7F9EB1200, HUZAREN #reco2
5DC77D4320581300, IL-102
F0AA2FB89BC71300, ILTIS Aufk. #reco2
036DDE19330C1400, J-22B ORAO 2
DE72E96DA32D1400, CHU-MAT
B79ACFBAA42D1400, M67-HAN 
82A2D6BEA72D1400, PSAM 
81E2DE266C9A1400, JÄÄKÄRI '90
4642A755CA9A1400, PALR MILAN 2
0217DDA6CE9A1400, JAGUAR GR.1
A89B9BB29B9B1400, Jatimatic
B7CACE2697AB1400, JET RANGER #reco3
F1EA72D552311500, kbk AKM
15E825D3D5491500, KHS Mi-8TB
DF70391CE3651500, #command KOT BRDM2U
D1B024C5F56B1500, KPz M48A2G
2E4EA7B329D31500, KOMANDOSI
3F8ADF3A3CD31500, PTŘS KONKURS
DA4279CBA5FB1500, MITSUBISHI MAT
F7F9AA9D23081600, L-11D SEJBR
B3BBC6AAA30C1600, L-29R DELFIN
6BAC3A1DA70C1600, L-29RS DELFIN
E6192F0BA9101600, L-39ZA ALBATROS
B7BAD31CA8711600, LRPV ROVER #reco3
6A9EABBEB99A1600, #command LA FAYETTE
44B7D35C3A9B1600, #command ROVER KPV
D5B7D35C3A9B1600, #command ROVER CP
B21C0C6E9B9B1600, Lahti
1C84DE6A8CAA1600, LECLERC
4386198B40AB1600, LEOPARD 1A5NO2
4293DE664DAB1600, LEOPARD C1
DF1249C610081700, M1025 HUMVEE M134 #reco1
55C60D8B12081700, K55
C212118B12081700, PzH M109A3GA1
DA420D4B20081700, 203 SP
61E6090B21081700, M150
24B6088B31081700, M125A1
B75ABB335E081700, M14
E0020D8B60081700, M151A2 FAV #reco3
61E60D8B60081700, M151A2 TOW
1916669E60081700, M151A2 TOW-2
B27C0482100C1700, M201 106mm
D8624D97100C1700, M201 MILAN
2D6EC6D0100C1700, M202 Flash
1C747156800C1700, M270 LRM
BE1AA7E6CD0C1700, M2 BRADLEY IFV
A90EBB9A31101700, #command M325 PIKUD
848335C292101700, #command M38A1 CP
BE1AA7E6CD101700, M3 BRADLEY CFV #reco2
796E6AC292141700, M48A1
55C655C492141700, M48A3K
55C655C692141700, M48A5K
796E6AC692141700, M48A5 USMC
24B6080B82181700, #command M577A1
347B9B8D301C1700, M621 LOGK
30AADF9E301C1700, M621
306F4A1332201700, M727 I-HAWK
37DDBAE022281700, M-91A VIHOR
61E64DD271281700, M966 HUMVEE TOW-2
1516594160381700, MD 500D AGS-17
B79ABBB54E391700, MD JUPITER
D334D3AC793B1700, CAVALRY SCOUTS #reco2
DDA72D4E70481700, MH-60L DAP
5DC77D70314C1700, MI-24K #reco3
C5D0918D314C1700, Mi-25 S-24
B90AA334574C1700, Mi-4 S-5
556755A0974C1700, THS Mi-8TV
CB00CD66EC5E1700, ATGM MILAN F3
C222DC6A7A9B1700, MARDER 1A1
C322DC6A7A9B1700, MARDER 1A2
C422DC6A7A9B1700, MARDER 1A3
15665DC410B91700, MIG-23ML
EA0D4188C0BA1700, MiG-17F
F26D428AC0BA1700, MiG-19PM
8BC35DC2C0BA1700, MiG-21M
648331C4C0BA1700, MiG-23BN
740C5DC4C0BA1700, MiG-23ML
4E645DC4C0BA1700, Mig23MLS
8BC35DC4C0BA1700, MiG-23ML
740C69C4C0BA1700, MiG-23MLD
1D2128CAC0BA1700, MiG-29 9.13
68AC43CAC0BA1700, MiG-29S
3D0D5D02C1BA1700, MiG-31M
5443A8AC79BB1700, SHAHAK
4B46A8AC79BB1700, MIRAGE IIIO(A)
5046A8AC79BB1700, MIRAGE IIIO(F)
74AE2F657ED31700, Automatic Mortar
EEFCDD667ED31700, Mortar Carrier
B83ABBB779551800, JEOGOCKDAE
F8ADD6B5D9551800, GONGBYONG
8319AB77DE551800, STRELA-2
33DDA2A6CC9A1800, NAGMACHON
2E6CEE748ED31800, NOSTOVÄKI
A63B9B6847281A00, P93 SCANIA
39CD9A10672D1A00, PALR FAGOT
FACBCE74DB341A00, CHONG-JU
BBD91881B0581A00, PLA 105
39CD9A50C7651A00, PORS FAGOT
D5B2741913721A00, 9K33M2 ROMB 
55DB39CC81781A00, PT-76B DshK #reco1
39CD9A10F7791A00, PTUR FAKTORIYA
B7AA9BEC3FBB1A00, PINZGAUER
EEADE66A4CDF1A00, PROLETERI
D790BC6D96E31A00, PstOhj 82M
74AE2F656AEA1B00, Quad Autocannon
306F4AC8D1311C00, RBS 67 HAWK
037CCD01D2311C00, RBS 70 Mk.2
57B52C5DB6381C00, Fla-Kom OSA-AKM
D77CD35EB9401C00, TORNADO MFG
8419AB77DE551C00, PZRK STRELA-3
C600424B55651C00, KAFV 25
8102424B55651C00, KAFV 90 #reco1
56C321C755651C00, JIKSA-HWAGI-BAN
AAAFA62A57651C00, HYU-SAM REDEYE
78AED36857651C00, SUSAEK-DAE #reco2
17F35519A8751C00, RSPVO KUB-M
5D98C5AAB99A1C00, Raphael OWS
8102C3EE3C9B1C00, RANNIKKOJÄÄKÄRI '90
24B6DCAA5B9B1C00, TRACKED RAPIER
4B07DDAA5B9B1C00, TRACKED RAPIER FSA
4B905C6ABCBA1C00, M-80A
57D7B5BF7AEA1C00, KRK RUBEZH
97161CD7905C1D00, SM-82 M-60PM
CC81781AA9691D00, SchwPz PT-76B #reco1
8D266817436A1D00, SPz BMP-1 P/c
15262CD6C3791D00, BRDM-2 STRELA-1
D5A73533DD9B1D00, #command AT105C
4E76B92A7BAB1D00, SERGEI MOD
41222CA28EBB1D00, XA-180
5D66612AECD61D00, Spike NLOS
1676ABECECE61D00, STINGER
81B29FB57BE71D00, #command STRIPBV 90
56A611D730E81D00, Su-22M4
99A615D730E81D00, Su22M4P
8BC315D730E81D00, Su-22M4
