[ID],DescriptorId,Modules,_ShortDatabaseName,ClassNameForDebug,StickToGround,ManageUnitOrientation,HitRollSizeModifier,DeathExplosionAmmo,IconeType,PositionInMenu,NameInMenuToken,AliasName,Category,AcknowUnitType,TypeForAcknow,Nationalite,MotherCountry,ProductionYear,MaxPacks,Factory,ProductionPrice,MaxDeployableAmount,ShowInMenu,ProductionTime,CoutEtoile,TextureForInterface,TextureTransportForInterface,TextureMotherCountryForInterface,UnitTypeTokens,UnitMovingType,VitesseCombat,UpgradeRequire,IsPrototype,HitRollECMModifier,Key
17501,00000000-0000-0000-0000-0000a5060000,Collection[27],Descriptor_Unit_RBS67_Hawk,Unit_RBS67_Hawk,True,True,null,89 : 18623 (True) - TAmmunition,3,8,306F4AC8D1311C00,RBS 67 HAWK,5,30,123,null,SWE,1964,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24369 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[5],5,1820,null,null,null,null
17502,00000000-0000-0000-0000-0000a6060000,Collection[24],Descriptor_Unit_RBS_56_Grupp,Unit_RBS_56_Grupp,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,75ADDFD161740C07,Pvgrp RBS 56,3,33,125,null,SWE,1982,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24375 (True) - TUIResourceTexture,78 : 24376 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[6],1,1170,null,null,null,null
17503,00000000-0000-0000-0000-0000a7060000,Collection[24],Descriptor_Unit_RBS_70,Unit_RBS_70,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,373D0748C7700000,RBS 70,3,33,125,null,NOR,1980,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24382 (True) - TUIResourceTexture,78 : 24383 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ISR,Collection[6],1,1170,null,null,null,null
17504,00000000-0000-0000-0000-0000a8060000,Collection[24],Descriptor_Unit_RBS_70_Grupp,Unit_RBS_70_Grupp,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,75ADDF5180740C07,Lvgrp RBS 70,3,33,125,null,SWE,1977,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24389 (True) - TUIResourceTexture,78 : 24390 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[6],1,1170,null,null,null,null
17505,00000000-0003-0000-0000-00000c040000,Collection[24],Descriptor_Unit_RBS_70_Mk2_NO,Unit_RBS_70_Mk2_NO,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,037CCD01D2311C00,RBS 70 Mk.2,3,33,125,null,NOR,1989,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24395 (True) - TUIResourceTexture,78 : 24396 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ISR,Collection[6],1,1170,null,null,null,null
17506,00000000-0000-0000-0000-0000a9060000,Collection[24],Descriptor_Unit_RBS_90,Unit_RBS_90,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,2A8F074AC7700000,Lvgrp RBS 90,3,33,125,null,SWE,1991,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24402 (True) - TUIResourceTexture,78 : 24403 (True) - TUIResourceTexture,TextureType_TextureAnimationUnitIcone_Asynchrone,Collection[6],1,1170,null,null,null,null
17507,00000000-0000-0000-0000-0000aa060000,Collection[25],Descriptor_Unit_RDA_CMD_squad,Unit_RDA_CMD_squad,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,89,A66EE3CED52C0E07,FUHRUNGSTRUPP,3,33,125,1,RDA,1975,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 24409 (True) - TUIResourceTexture,78 : 24410 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[5],1,1950,null,null,null,null
17508,00000000-0001-0000-0000-000002040000,Collection[25],Descriptor_Unit_RDA_OSA_AK,Unit_RDA_OSA_AK,True,True,null,89 : 18623 (True) - TAmmunition,3,9,D5B274D9E2700000,Fla-Rak OSA-AK,5,30,123,1,RDA,1984,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24415 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[2],7,4160,null,null,null,null
17509,00000000-0001-0000-0000-000003040000,Collection[25],Descriptor_Unit_RDA_OSA_AKM,Unit_RDA_OSA_AKM,True,True,null,89 : 18623 (True) - TAmmunition,3,10,57B52C5DB6381C00,Fla-Rak OSA-AKM,5,30,123,1,RDA,1987,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 24420 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[2],7,4160,81 : 17508 (True) - TUniteAuSolDescriptor,null,null,null
17510,00000000-0000-0000-0000-0000ab060000,Collection[25],Descriptor_Unit_RDA_ZSU_23_4M,Unit_RDA_ZSU_23_4M,True,True,null,89 : 18623 (True) - TAmmunition,3,10,57410C5F472E0E07,Fla-SFL 23/4M,5,31,123,1,RDA,1979,2,13,Collection[5],Collection[5],Collection[5],10,1,78 : 24425 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[4],5,2600,81 : 16925 (True) - TUniteAuSolDescriptor,null,null,null
17511,00000000-0000-0000-0000-0000ac060000,Collection[25],Descriptor_Unit_REC_KM111_ROK,Unit_REC_KM111_ROK,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,2,192708C255350F07,K111,1,24,109,null,ROK,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 24430 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[4],3,2860,null,null,null,null
17512,00000000-0000-0000-0000-0000ad060000,Collection[24],Descriptor_Unit_RFA_90_Fallschirm,Unit_RFA_90_Fallschirm,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,781C9B50A02C1007,FALLSCHIRMJAGER 90,3,34,125,null,RFA,1992,1,6,Collection[5],Collection[5],Collection[5],10,2,78 : 24436 (True) - TUIResourceTexture,78 : 24437 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[4],1,2340,null,True,null,null
17513,00000000-0000-0000-0000-0000ae060000,Collection[25],Descriptor_Unit_RFA_CMD_squad,Unit_RFA_CMD_squad,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,A66EE3CED52C1007,FUHRUNGSGRUPPE,3,33,125,null,RFA,1975,1,3,Collection[5],Collection[5],Collection[5],10,null,78 : 24443 (True) - TUIResourceTexture,78 : 24444 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[5],1,1560,null,null,null,null
17514,00000000-0000-0000-0000-0000af060000,Collection[24],Descriptor_Unit_RFA_Fallschirm,Unit_RFA_Fallschirm,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,2D8AC7B1092D1007,FALLSCHIRMJAGER,3,34,125,null,RFA,1975,3,6,Collection[5],Collection[5],Collection[5],10,2,78 : 24449 (True) - TUIResourceTexture,78 : 24450 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[4],1,2340,null,null,null,null
17515,00000000-0000-0000-0000-0000b0060000,Collection[26],Descriptor_Unit_RFA_Fufu,Unit_RFA_Fufu,True,True,null,89 : 18623 (True) - TAmmunition,1,12,FAAA430BC4010000,FUCHS Fufu,2,29,101,null,RFA,null,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 24455 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[2],7,5460,null,null,null,null
17516,00000000-0000-0000-0000-0000b1060000,Collection[24],Descriptor_Unit_RFA_Iltis_Aufk,Unit_RFA_Iltis_Aufk,True,True,-0.05,89 : 18623 (True) - TAmmunition,1,1,F0AA2FB89BC71300,ILTIS Aufk.,1,24,109,null,RFA,1978,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 24459 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_UK,Collection[4],3,5720,null,null,null,null
17517,00000000-0000-0000-0000-0000b2060000,Collection[24],Descriptor_Unit_RIMa,Unit_RIMa,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,88,E635710000000000,RIMa,3,33,125,null,FR,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24464 (True) - TUIResourceTexture,78 : 24465 (True) - TUIResourceTexture,Divers,Collection[1],1,1950,null,null,null,null
17518,00000000-0007-0000-0000-00003c040000,Collection[27],Descriptor_Unit_RL_4M_Pracka,Unit_RL_4M_Pracka,True,True,null,89 : 18623 (True) - TAmmunition,3,83,268C9AB776151607,RL-4M PRACKA,5,30,123,1,YUG,1995,1,13,Collection[5],Collection[5],Collection[5],10,1,78 : 24472 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_ANZ,Collection[3],3,3640,null,True,null,null
17519,00000000-0001-0000-0000-000004040000,Collection[25],Descriptor_Unit_RM70_POL,Unit_RM70_POL,True,True,0.05,89 : 18727 (True) - TAmmunition,2,19,56A605C8C5010000,RM-70,3,35,119,1,POL,1986,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24477 (True) - TUIResourceTexture,null,Zoom123,Collection[2],3,4160,81 : 18022 (True) - TUniteAuSolDescriptor,null,null,null
17520,00000000-0000-0000-0000-0000b3060000,Collection[25],Descriptor_Unit_RM70_Raketomet,Unit_RM70_Raketomet,True,True,0.05,89 : 18727 (True) - TAmmunition,2,19,74AEC22617201707,RM-70,3,35,119,1,TCH,1970,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24482 (True) - TUIResourceTexture,null,Typeface3D_TitleMono_CompensatePostProcess,Collection[2],3,4160,null,null,null,null
17521,00000000-0000-0000-0000-0000b4060000,Collection[24],Descriptor_Unit_RM_Commandos,Unit_RM_Commandos,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,743A9BB24C371707,ROYAL MARINES,3,33,125,null,UK,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24488 (True) - TUIResourceTexture,78 : 24489 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_TCH,Collection[1],1,2340,null,null,null,null
17522,00000000-0000-0000-0000-0000b5060000,Collection[24],Descriptor_Unit_ROK_85_Riflemen,Unit_ROK_85_Riflemen,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,6ABCBA9C91541907,SOCHONG-SU 85,3,33,125,null,ROK,1985,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24495 (True) - TUIResourceTexture,78 : 24496 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[5],1,1560,null,null,null,null
17523,00000000-0000-0000-0000-0000b6060000,Collection[24],Descriptor_Unit_ROK_90_Marines,Unit_ROK_90_Marines,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,B37B9B57A0541907,HAEBYUNG 90,3,33,125,null,ROK,1993,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24502 (True) - TUIResourceTexture,78 : 24503 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[1],1,1950,null,True,null,null
17524,00000000-0000-0000-0000-0000b7060000,Collection[24],Descriptor_Unit_ROK_BlackBerets,Unit_ROK_BlackBerets,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,2A03A366CC541907,TEUKJEONSA,3,24,125,null,ROK,1975,2,10,Collection[5],Collection[5],Collection[5],10,2,78 : 24509 (True) - TUIResourceTexture,78 : 24510 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[2],1,2340,null,null,null,null
17525,00000000-0000-0000-0000-0000b8060000,Collection[25],Descriptor_Unit_ROK_CMD_squad,Unit_ROK_CMD_squad,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,A66EE3CED5541907,BONBU,3,33,125,null,ROK,1975,1,3,Collection[5],Collection[5],Collection[5],10,1,78 : 24516 (True) - TUIResourceTexture,78 : 24517 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[5],1,1560,null,null,null,null
17526,00000000-0000-0000-0000-0000b9060000,Collection[24],Descriptor_Unit_ROK_Homeland,Unit_ROK_Homeland,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,B319AB322D551907,YEBIGUN,3,33,125,null,ROK,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24523 (True) - TUIResourceTexture,78 : 24524 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[4],1,1170,null,True,null,null
17527,00000000-0000-0000-0000-0000ba060000,Collection[26],Descriptor_Unit_ROK_KAFV_25,Unit_ROK_KAFV_25,True,True,null,89 : 18623 (True) - TAmmunition,1,14,C600424B55651C00,KAFV 25,1,29,101,null,ROK,1984,3,8,Collection[5],Collection[5],Collection[5],10,null,78 : 24529 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_NK,Collection[2],8,3640,null,null,null,null
17528,00000000-0000-0000-0000-0000bb060000,Collection[26],Descriptor_Unit_ROK_KAFV_4050,Unit_ROK_KAFV_4050,True,True,null,89 : 18623 (True) - TAmmunition,1,14,465080D052551907,KAFV 40/50,1,29,101,null,ROK,1994,2,8,Collection[5],Collection[5],Collection[5],10,null,78 : 24534 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_NK,Collection[2],8,3640,81 : 17527 (True) - TUniteAuSolDescriptor,True,null,null
17529,00000000-0000-0000-0000-0000bc060000,Collection[25],Descriptor_Unit_ROK_KAFV_90,Unit_ROK_KAFV_90,True,True,null,89 : 18623 (True) - TAmmunition,1,1,8102424B55651C00,KAFV 90,3,24,109,null,ROK,1995,1,10,Collection[5],Collection[5],Collection[5],10,1,78 : 24540 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_NK,Collection[3],8,3640,null,True,null,null
17530,00000000-0000-0000-0000-0000bd060000,Collection[24],Descriptor_Unit_ROK_M67_RCL,Unit_ROK_M67_RCL,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,56C321C755651C00,Jiksa-Hwagi-Ban,3,33,125,null,ROK,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24546 (True) - TUIResourceTexture,78 : 24547 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1560,null,null,null,null
17531,00000000-0000-0000-0000-0000be060000,Collection[24],Descriptor_Unit_ROK_Marines,Unit_ROK_Marines,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,B83ABBB779551907,HAEBYUNG,3,33,125,null,ROK,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24552 (True) - TUIResourceTexture,78 : 24553 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[1],1,1950,null,null,null,null
17532,00000000-0000-0000-0000-0000bf060000,Collection[24],Descriptor_Unit_ROK_Mistral,Unit_ROK_Mistral,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,B179E7B87B551907,HYU-SAM MISTRAL,3,33,125,null,ROK,1992,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24559 (True) - TUIResourceTexture,78 : 24560 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1170,null,True,null,null
17533,00000000-0000-0000-0000-0000c0060000,Collection[24],Descriptor_Unit_ROK_Redeye,Unit_ROK_Redeye,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,99,AAAFA62A57651C00,HYU-SAM REDEYE,3,30,125,null,ROK,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24565 (True) - TUIResourceTexture,78 : 24566 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1170,null,null,null,null
17534,00000000-0000-0000-0000-0000c1060000,Collection[24],Descriptor_Unit_ROK_Riflemen,Unit_ROK_Riflemen,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,AAACC6ABCB551907,SOCHONG-SU,3,33,125,null,ROK,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24572 (True) - TUIResourceTexture,78 : 24573 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[5],1,1560,null,null,null,null
17535,00000000-0000-0000-0000-0000c2060000,Collection[24],Descriptor_Unit_ROK_Sappers,Unit_ROK_Sappers,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,F8ADD6B5D9551907,GONGBYUNG,3,33,125,null,ROK,1975,2,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24579 (True) - TUIResourceTexture,78 : 24580 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1560,null,null,null,null
17536,00000000-0000-0000-0000-0000c3060000,Collection[24],Descriptor_Unit_ROK_Scouts,Unit_ROK_Scouts,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,96,78AED36857651C00,SUSAEK-DAE,3,24,125,null,ROK,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 24586 (True) - TUIResourceTexture,78 : 24587 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1560,null,null,null,null
17537,00000000-0000-0000-0000-0000c4060000,Collection[24],Descriptor_Unit_ROK_Stinger,Unit_ROK_Stinger,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,B7CACE6EDE551907,HYU-SAM STINGER,3,30,125,null,ROK,1985,2,6,Collection[5],Collection[5],Collection[5],10,2,78 : 24592 (True) - TUIResourceTexture,78 : 24593 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[6],1,1170,null,null,null,null
17538,00000000-0000-0000-0000-0000c5060000,Collection[24],Descriptor_Unit_ROK_UDT,Unit_ROK_UDT,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,9EF3551907000000,UDT/SEAL,3,34,125,null,ROK,1975,2,6,Collection[5],Collection[5],Collection[5],10,4,78 : 24599 (True) - TUIResourceTexture,78 : 24600 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_NK,Collection[4],1,2340,null,null,null,null
17539,00000000-0007-0000-0000-00003d040000,Collection[27],Descriptor_Unit_RS_PVO_KUB_M,Unit_RS_PVO_KUB_M,True,True,0.05,89 : 18623 (True) - TAmmunition,3,12,17F35519A8751C00,KUB-M,5,30,123,1,YUG,1975,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24607 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_ANZ,Collection[3],5,2340,null,null,null,null
17540,00000000-0007-0000-0000-00003e040000,Collection[27],Descriptor_Unit_RS_PVO_M90_Sava,Unit_RS_PVO_M90_Sava,True,True,null,89 : 18623 (True) - TAmmunition,3,92,66172857066A1D07,RSPVO M-90 SAVA,5,30,123,1,YUG,1991,1,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24614 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ANZ,Collection[4],8,3120,81 : 17544 (True) - TUniteAuSolDescriptor,True,null,null
17541,00000000-0007-0000-0000-00003f040000,Collection[27],Descriptor_Unit_RS_PVO_Neva_M1,Unit_RS_PVO_Neva_M1,True,True,0.05,89 : 18623 (True) - TAmmunition,3,8,97B9AB58066A1D07,NEVA M-1,5,30,123,1,YUG,1982,1,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24621 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_ANZ,Collection[2],3,3120,81 : 17539 (True) - TUniteAuSolDescriptor,True,null,null
17542,00000000-0007-0000-0000-000040040000,Collection[27],Descriptor_Unit_RS_PVO_Neva_M1T,Unit_RS_PVO_Neva_M1T,True,True,0.05,89 : 18623 (True) - TAmmunition,3,8,9E7099BB8A010000,NEVA M-1T,5,30,123,1,YUG,1987,1,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24628 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_ANZ,Collection[2],3,3120,81 : 17541 (True) - TUniteAuSolDescriptor,True,null,null
17543,00000000-0007-0000-0000-000041040000,Collection[25],Descriptor_Unit_RS_PVO_STRELA_1,Unit_RS_PVO_STRELA_1,True,True,null,89 : 18623 (True) - TAmmunition,3,92,D6C3795D066A1D07,RS PVO STRELA 1,5,30,123,1,YUG,1975,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24633 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ANZ,Collection[4],7,5200,null,null,null,null
17544,00000000-0007-0000-0000-000042040000,Collection[27],Descriptor_Unit_RS_PVO_Strela_10,Unit_RS_PVO_Strela_10,True,True,null,89 : 18623 (True) - TAmmunition,3,92,B17AE75D066A1D07,RSPVO STRELA-10,5,30,123,1,YUG,1980,2,13,Collection[5],Collection[5],Collection[5],10,3,78 : 24640 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_ANZ,Collection[4],8,3120,81 : 17543 (True) - TUniteAuSolDescriptor,null,null,null
17545,00000000-0000-0000-0000-0000c6060000,Collection[25],Descriptor_Unit_Raketenjagdpanzer_1,Unit_Raketenjagdpanzer_1,True,True,null,89 : 18623 (True) - TAmmunition,1,40,C2ADFEB359A72C00,RAKETENJAGDPANZER 1,1,23,101,null,RFA,1961,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 24645 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_UK,Collection[4],5,2600,null,null,null,null
17546,00000000-0000-0000-0000-0000c7060000,Collection[25],Descriptor_Unit_Raketenjagdpanzer_2,Unit_Raketenjagdpanzer_2,True,True,0.05,89 : 18623 (True) - TAmmunition,1,41,C3ADFEB359A72C00,RAKETENJAGDPANZER 2,1,23,101,null,RFA,1967,2,8,Collection[5],Collection[5],Collection[5],10,1,78 : 24650 (True) - TUIResourceTexture,null,CommonTexture_MotherCountryFlag_UK,Collection[4],5,3640,81 : 17545 (True) - TUniteAuSolDescriptor,null,null,null
17547,00000000-0000-0000-0000-0000c8060000,Collection[24],Descriptor_Unit_Rangers,Unit_Rangers,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,F8ADB2B3C9010000,RANGERS,3,24,125,null,US,1975,2,10,Collection[5],Collection[5],Collection[5],10,2,78 : 24656 (True) - TUIResourceTexture,78 : 24657 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_POL,Collection[5],1,1950,null,null,null,null
17548,00000000-0007-0000-0000-000043040000,Collection[24],Descriptor_Unit_Rannikkojaakari,Unit_Rannikkojaakari,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,E64BC3B03BCF2607,RANNIKKOJAJAAKARI,3,33,125,1,FIN,1975,3,6,Collection[5],Collection[5],Collection[5],10,null,78 : 24663 (True) - TUIResourceTexture,78 : 24664 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[3],1,2340,null,null,null,null
17549,00000000-0007-0000-0000-000044040000,Collection[24],Descriptor_Unit_Rannikkojaakari_90,Unit_Rannikkojaakari_90,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,8102C3EE3C9B1C00,RANNIKKOJAJAAKARI_90,3,33,125,1,FIN,1989,3,6,Collection[5],Collection[5],Collection[5],10,null,78 : 24669 (True) - TUIResourceTexture,78 : 24670 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[3],1,2340,null,null,null,null
17550,00000000-0000-0000-0000-0000c9060000,Collection[27],Descriptor_Unit_Rapier_FSA,Unit_Rapier_FSA,True,True,null,89 : 18623 (True) - TAmmunition,3,8,4B07DDAA5B9B1C00,TRACKED RAPIER FSA,5,30,123,null,UK,1990,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24678 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_TCH,Collection[5],8,1820,81 : 17797 (True) - TUniteAuSolDescriptor,null,null,null
17551,00000000-0000-0000-0000-0000ca060000,Collection[27],Descriptor_Unit_Rapier_FSA_ANZ,Unit_Rapier_FSA_ANZ,True,True,null,89 : 18623 (True) - TAmmunition,3,8,CBD241B7EAD62607,TRACKED RAPIER FSA,5,30,123,null,ANZ,1990,2,13,Collection[5],Collection[5],Collection[5],10,2,78 : 24685 (True) - TUIResourceTexture,78 : 18607 (True) - TUIResourceTexture,Components,Collection[4],8,1820,81 : 17798 (True) - TUniteAuSolDescriptor,null,null,null
17552,00000000-0007-0000-0000-000045040000,Collection[24],Descriptor_Unit_Raskassinkoryhma,Unit_Raskassinkoryhma,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,F0ECE2B809E32607,RASKASSINKORYHMA,3,33,125,1,FIN,1962,3,6,Collection[5],Collection[5],Collection[5],10,null,78 : 24691 (True) - TUIResourceTexture,78 : 24692 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_HOL,Collection[6],1,1560,null,null,null,null
17553,00000000-0000-0000-0000-0000cb060000,Collection[24],Descriptor_Unit_Razvedka,Unit_Razvedka,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,89,269CAAFB6F720000,RAZVEDKA,3,24,125,1,URSS,1975,2,10,Collection[5],Collection[5],Collection[5],10,1,78 : 24698 (True) - TUIResourceTexture,78 : 24699 (True) - TUIResourceTexture,MaterialInterface2D_Blend,Collection[5],1,1560,null,null,null,null
17554,00000000-0001-0000-0000-000005040000,Collection[25],Descriptor_Unit_Redut_SSM,Unit_Redut_SSM,True,True,0.05,89 : 18727 (True) - TAmmunition,2,15,57D7E57AAA720000,REDUT,3,35,119,1,URSS,1963,1,12,Collection[5],Collection[5],Collection[5],10,5,78 : 24704 (True) - TUIResourceTexture,null,MaterialInterface2D_Blend,Collection[6],3,3120,null,null,null,null
17555,00000000-0000-0000-0000-0000cc060000,Collection[24],Descriptor_Unit_Reserveschutzen,Unit_Reserveschutzen,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,100,2D8AABFBADE22A07,RESERVESCHUTZEN,3,33,125,1,RDA,1975,1,6,Collection[5],Collection[5],Collection[5],10,null,78 : 24710 (True) - TUIResourceTexture,78 : 24711 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_CAN,Collection[4],1,1170,null,True,null,null
17556,00000000-0000-0000-0000-0000cd060000,Collection[24],Descriptor_Unit_Reservistes,Unit_Reservistes,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,88,6A8EBBFBADE22A07,RESERVISTES,3,33,125,null,FR,1975,1,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24717 (True) - TUIResourceTexture,78 : 24718 (True) - TUIResourceTexture,Divers,Collection[4],1,1170,null,True,null,null
17557,00000000-0000-0000-0000-0000ce060000,Collection[24],Descriptor_Unit_Riflemen,Unit_Riflemen,True,null,-0.15,89 : 18623 (True) - TAmmunition,1,97,B32AABF1EA720000,RIFLEMEN,3,33,125,null,US,1975,3,6,Collection[5],Collection[5],Collection[5],10,1,78 : 24724 (True) - TUIResourceTexture,78 : 24725 (True) - TUIResourceTexture,CommonTexture_MotherCountryFlag_POL,Collection[5],1,1560,null,null,null,null
